data.hora;data;tcle;cidade;uf;idade;sexo;raca;escolaridade;renda;rendafam;estcivil;filho_dep;qtd_filho_dep;plano;data_plano;plano_covid;preco_plano;pgt_plano;quarentena;teste_cov;result_teste_cov;contat_cov;morte_cov;equip_defensiv;gasto_equip_defensiv
06/05/2020 10:10;05/06/2020;Sim;Cuiabá;MT;24;Feminino;Branco;;8000;;Casado;Não possuo filhos ou dependentes.;2;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;100
06/05/2020 10:11;05/06/2020;Sim;Belém;PA;20;Feminino;Branco;;3500;;Solteiro;Não possuo filhos ou dependentes.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Não;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;34
06/05/2020 10:13;05/06/2020;Sim;Belo Horizonte;MG;20;Masculino;Branco;;0;;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;90
06/05/2020 10:13;05/06/2020;Sim;Brasília;DF;58;Masculino;Amarelo;;7500;;Outro;Não, meus filhos ou dependentes NÃO moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;2000;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;300
06/05/2020 10:13;05/06/2020;Sim;Brasília;DF;27;Masculino;Branco;;2200;;Outro;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;283;Não;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
06/05/2020 10:15;05/06/2020;Sim;Brasília;DF;35;Feminino;Branco;;7000;;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;850;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
06/05/2020 10:15;05/06/2020;Sim;Engenheiro Paulo de Frontin;RJ;30;Masculino;Branco;;9400;;Solteiro;Não, meus filhos ou dependentes NÃO moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;500;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;150
06/05/2020 10:16;05/06/2020;Sim;Brasília;DF;19;Masculino;Preto;;1000;;Solteiro;Não possuo filhos ou dependentes.;3;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;100
06/05/2020 10:19;05/06/2020;Sim;Belo Horizonte ;MG;20;Feminino;Branco;;0;;Solteiro;Não possuo filhos ou dependentes.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;60
06/05/2020 10:19;05/06/2020;Sim;Cabo de Santo Agostinho;PE;29;Feminino;Branco;;300;;Solteiro;Não possuo filhos ou dependentes.;2;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;50
06/05/2020 10:19;05/06/2020;Sim;Brasília;DF;21;Masculino;Branco;;6500;;Solteiro;Não possuo filhos ou dependentes.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;100
06/05/2020 10:19;05/06/2020;Sim;Feira de Santana;BA;29;Feminino;Branco;;4100;;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;300;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;20
06/05/2020 10:20;05/06/2020;Sim;Brasília;DF;20;Masculino;Branco;;600;;Solteiro;Não possuo filhos ou dependentes.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Não;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;20
06/05/2020 10:20;05/06/2020;Sim;Salvador;BA;24;Feminino;Preto;;730;;Solteiro;Não possuo filhos ou dependentes.;2;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;30
06/05/2020 10:21;05/06/2020;Sim;Brasília;DF;62;Masculino;Pardo;;40000;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1000;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Sim;Negativo;;;Sim;200
06/05/2020 10:23;05/06/2020;Sim;Recife;PE;56;Feminino;Branco;;12000;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1000;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;100
06/05/2020 10:23;05/06/2020;Sim;Brasília;DF;35;Feminino;Branco;;7000;;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;850;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
06/05/2020 10:23;05/06/2020;Sim;Brasília;DF;19;Masculino;Branco;;3000;;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;135;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;250
06/05/2020 10:24;05/06/2020;Sim;São Paulo ;SP;33;Feminino;Branco;;4500;;Solteiro;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;500;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;110
06/05/2020 10:24;05/06/2020;Sim;Brasília;DF;20;Masculino;Branco;;0;;Solteiro;Não possuo filhos ou dependentes.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;250;Não;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;1;Negativo;;;Não;0
06/05/2020 10:25;05/06/2020;Sim;Olinda;PE;60;Feminino;Branco;;6000;;Solteiro;Não possuo filhos ou dependentes.;1;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;50
06/05/2020 10:27;05/06/2020;Sim;Brasília;DF;32;Feminino;Branco;;18000;;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;2000;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;150
06/05/2020 10:28;05/06/2020;Sim;Brasília;DF;21;Feminino;Branco;;1500;;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Não;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
06/05/2020 10:28;05/06/2020;Sim;Brasília;DF;21;Feminino;Branco;;1500;;Solteiro;Não possuo filhos ou dependentes.;5;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Não;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;0
06/05/2020 10:30;05/06/2020;Sim;Lauro de Freitas;BA;34;Masculino;Pardo;;2000;;Casado;Sim, filhos ou dependentes moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;200;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;10
06/05/2020 10:31;05/06/2020;Sim;Brasília;DF;33;Feminino;Branco;;14000;;Casado;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;700;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
06/05/2020 10:32;05/06/2020;Sim;Teresina;PI;27;Masculino;Pardo;;5700;;Solteiro;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;350;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
06/05/2020 10:34;05/06/2020;Sim;Brasília;DF;18;Masculino;Branco;;1500;;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;120
06/05/2020 10:34;05/06/2020;Sim;Salvador ;BA;31;Feminino;Branco;;3000;;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;350;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;300
06/05/2020 10:34;05/06/2020;Sim;Brasília;DF;33;Feminino;Branco;;1300;;Casado;Sim, filhos ou dependentes moram comigo.;4;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
06/05/2020 10:35;05/06/2020;Sim;Salvador;BA;34;Masculino;Pardo;;25000;;Solteiro;Não possuo filhos ou dependentes.;1;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;750;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Sim;Positivo;;;Sim;50
06/05/2020 10:36;05/06/2020;Sim;Feira de Santana;BA;29;Masculino;Pardo;;39000;;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;601;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Sim;Negativo;;;Sim;3000
06/05/2020 10:36;05/06/2020;Sim;Brasília;DF;21;Feminino;Branco;;0;;Solteiro;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;120
06/05/2020 10:38;05/06/2020;Sim;Mogi das Cruzes ;SP;18;Masculino;Pardo;;0;;Solteiro;Não possuo filhos ou dependentes.;3;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;50
06/05/2020 10:39;05/06/2020;Sim;Brasília;DF;21;Masculino;Branco;;7500;;Solteiro;Não possuo filhos ou dependentes.;5;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;0;Não fiz o teste.;;;Não;0
06/05/2020 10:39;05/06/2020;Sim;Brasília;DF;47;Masculino;Branco;;40000;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1500;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;500
06/05/2020 10:41;05/06/2020;Sim;Cruz das Almas;BA;29;Feminino;Pardo;;2700;;Solteiro;Não possuo filhos ou dependentes.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;266;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
06/05/2020 10:41;05/06/2020;Sim;Paulista;PE;34;Feminino;Branco;;3500;;Divorciado / Separado / desquitado;Sim, filhos ou dependentes moram comigo.;4;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;500
06/05/2020 10:41;05/06/2020;Sim;Recife;PE;54;Masculino;Pardo;;2000;;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1000;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;200
06/05/2020 10:42;05/06/2020;Sim;Brasília;DF;34;Masculino;Pardo;;10000;;Solteiro;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;500;Não;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;200
06/05/2020 10:42;05/06/2020;Sim;Brasília;DF;50;Masculino;Branco;;11000;;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;2000;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;300
06/05/2020 10:43;05/06/2020;Sim;Camaragibe;PE;23;Feminino;Pardo;;1000;;Solteiro;Não possuo filhos ou dependentes.;3;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;80
06/05/2020 10:49;05/06/2020;Sim;Brasília;DF;40;Masculino;Branco;;32000;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Sim;Negativo;;;Sim;50
06/05/2020 10:49;05/06/2020;Sim;Recife;PE;57;Feminino;Pardo;;5000;;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;2200;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
06/05/2020 10:50;05/06/2020;Sim;São Paulo ;SP;35;Feminino;Pardo;;1500;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1500;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
06/05/2020 10:50;05/06/2020;Sim;Recife;PE;26;Masculino;Pardo;;0;;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;272;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;80
06/05/2020 10:50;05/06/2020;Sim;Ji-Paraná;RO;72;Feminino;Pardo;;0;;Casado;Não, meus filhos ou dependentes NÃO moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;300;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;150
06/05/2020 10:51;05/06/2020;Sim;Manaus;AM;47;Feminino;Pardo;;10000;;Solteiro;Não possuo filhos ou dependentes.;1;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;700;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;400
06/05/2020 10:52;05/06/2020;Sim;Brasília;DF;36;Feminino;Branco;;2800;;Solteiro;Sim, filhos ou dependentes moram comigo.;5;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;100
06/05/2020 10:52;05/06/2020;Sim;Brasília;DF;42;Feminino;Branco;;8600;;Casado;Sim, filhos ou dependentes moram comigo.;5;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;400;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;30
06/05/2020 10:52;05/06/2020;Sim;Cruz das Almas;BA;34;Feminino;Pardo;;8000;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;380;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;150
06/05/2020 10:54;05/06/2020;Sim;Cruz das Almas;BA;39;Masculino;Branco;;18000;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;2990;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Sim;Negativo;;;Sim;500
06/05/2020 10:55;05/06/2020;Sim;Salvador ;BA;56;Feminino;Branco;;13000;;Solteiro;Não possuo filhos ou dependentes.;1;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1513;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;500
06/05/2020 10:58;05/06/2020;Sim;Brasília;DF;25;Masculino;Branco;;2100;;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;600;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Sim;Negativo;;;Sim;200
06/05/2020 10:59;05/06/2020;Sim;Salvador;BA;58;Masculino;Pardo;;1700;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;70
06/05/2020 11:00;05/06/2020;Sim;Brasília;DF;19;Masculino;Branco;;1800;;Solteiro;Não possuo filhos ou dependentes.;6;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;200
06/05/2020 11:00;05/06/2020;Sim;Brasília;DF;20;Masculino;Branco;;0;;Solteiro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Sim;Negativo;;;Sim;50
06/05/2020 11:02;05/06/2020;Sim;Patrocínio ;MG;27;Feminino;Branco;;8000;;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;80
06/05/2020 11:03;05/06/2020;Sim;Brasília;DF;32;Feminino;Pardo;;6000;;Solteiro;Não possuo filhos ou dependentes.;6;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;390;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;200
06/05/2020 11:06;05/06/2020;Sim;Brasília;DF;47;Feminino;Branco;;5000;;Divorciado / Separado / desquitado;Não, meus filhos ou dependentes NÃO moram comigo.;1;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;40
06/05/2020 11:07;05/06/2020;Sim;Cruz das Almas;BA;47;Masculino;Preto;;16000;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1200;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;200
06/05/2020 11:09;05/06/2020;Sim;Cruz das Almas;BA;47;Masculino;Preto;;16000;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1200;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;200
06/05/2020 11:09;05/06/2020;Sim;Manaus ;AM;48;Masculino;Branco;;10000;;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;700;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Sim;Negativo;;;Sim;2000
06/05/2020 11:12;05/06/2020;Sim;Brasília;DF;33;Feminino;Pardo;;4500;;Divorciado / Separado / desquitado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1000;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Sim;Positivo;;;Sim;200
06/05/2020 11:13;05/06/2020;Sim;Goiânia;GO;59;Masculino;Pardo;;15000;;Divorciado / Separado / desquitado;Não, meus filhos ou dependentes NÃO moram comigo.;1;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;600;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;200
06/05/2020 11:21;05/06/2020;Sim;Brasília;DF;21;Feminino;Branco;;400;;Solteiro;Não possuo filhos ou dependentes.;6;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;150
06/05/2020 11:22;05/06/2020;Sim;Brasília;DF;19;Masculino;Branco;;4500;;Solteiro;Não possuo filhos ou dependentes.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;248;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Sim;Negativo;;;Sim;120
06/05/2020 11:22;05/06/2020;Sim;São Luís;MA;54;Feminino;Branco;;7000;;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1100;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Sim;Negativo;;;Sim;300
06/05/2020 11:23;05/06/2020;Sim;Cruz das Almas ;BA;20;Feminino;Pardo;;2000;;Solteiro;Não possuo filhos ou dependentes.;4;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;200
06/05/2020 11:25;05/06/2020;Sim;Brasília;DF;26;Masculino;Pardo;;17000;;Solteiro;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;300;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;100
06/05/2020 11:25;05/06/2020;Sim;Manaus;AM;35;Feminino;Branco;;5300;;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;120;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;124
06/05/2020 11:26;05/06/2020;Sim;Recife;PE;28;Masculino;Branco;;1500;;Outro;Não possuo filhos ou dependentes.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;420;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;200
06/05/2020 11:27;05/06/2020;Sim;Brasília;DF;34;Feminino;Branco;;5500;;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;533;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;100
06/05/2020 11:32;05/06/2020;Sim;São Paulo ;SP;30;Masculino;Pardo;;4300;;Casado;Sim, filhos ou dependentes moram comigo.;3;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;470;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;120
06/05/2020 11:32;05/06/2020;Sim;Salvador;BA;60;Feminino;Branco;;18000;;Divorciado / Separado / desquitado;Sim, filhos ou dependentes moram comigo.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;4000;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Sim;Negativo;;;Sim;300
06/05/2020 11:34;05/06/2020;Sim;Brasília;DF;32;Feminino;Pardo;;12000;;Casado;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;350;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;70
06/05/2020 11:34;05/06/2020;Sim;Manaus;AM;68;Masculino;Amarelo;;11000;;Viuvo;Não, meus filhos ou dependentes NÃO moram comigo.;1;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;3000;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Sim;Negativo;;;Sim;1000
06/05/2020 11:36;05/06/2020;Sim;Brasília;DF;19;Feminino;Branco;;600;;Solteiro;Não possuo filhos ou dependentes.;5;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;;Sim;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;500
06/05/2020 11:36;05/06/2020;Sim;Brasília;DF;37;Masculino;Branco;;7500;;Outro;Não possuo filhos ou dependentes.;2;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;875;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;50
06/05/2020 11:42;05/06/2020;Sim;São Carlos;SP;34;Masculino;Branco;;12000;;Solteiro;Não possuo filhos ou dependentes.;1;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;210;Sim;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;30
06/05/2020 11:48;05/06/2020;Sim;Cruz das Almas;BA;47;Masculino;Preto;;16000;;Casado;Sim, filhos ou dependentes moram comigo.;4;Sim;Você contratou o plano de saúde ANTES DA PANDEMIA.;Não;1200;Sim;Fiquei rigorosamente em casa, saindo só por necessidades de atendimento à saúde.;Não;Não fiz o teste.;;;Sim;200
06/05/2020 11:49;05/06/2020;Sim;Cuiabá;MT;24;Feminino;Branco;;8000;;Casado;Não possuo filhos ou dependentes.;2;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;100
06/05/2020 11:49;05/06/2020;Sim;Feira de Santana ;BA;25;Prefiro não dizer;Branco;;600;;Casado;Sim, filhos ou dependentes moram comigo.;3;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Fiquei em casa, só saindo para compras em supermercado e/ou farmácia;Não;Não fiz o teste.;;;Sim;30
06/05/2020 11:51;05/06/2020;Sim;Conceição do Jacuípe;BA;45;Feminino;Branco;;2200;;Solteiro;Não possuo filhos ou dependentes.;2;Não;Não tenho plano de saúde;Não;;Não tenho plano de saúde;Procurei tomar cuidados de distanciamento social, mas continuei trabalhando e saindo;Não;Não fiz o teste.;;;Sim;250
